"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]"
"11:06:18.788, 11 giu 2023","12,2","0,0","385.876.000","227.496.136"
"11:06:19.789, 11 giu 2023","12,5","0,0","385.876.000","167.543.200"
"11:06:20.790, 11 giu 2023","12,5","0,1","385.876.000","144.890.000"
"11:06:21.791, 11 giu 2023","12,4","0,1","385.876.000","121.647.416"
"11:06:22.793, 11 giu 2023","13,1","0,1","385.876.000","94.644.880"
"11:06:23.794, 11 giu 2023","12,3","0,0","385.876.000","289.424.504"
"11:06:24.795, 11 giu 2023","13,3","0,1","385.876.000","249.859.192"
"11:06:25.797, 11 giu 2023","12,2","0,1","385.876.000","203.578.336"
"11:06:26.798, 11 giu 2023","13,2","0,1","385.876.000","161.890.448"
"11:06:27.800, 11 giu 2023","12,5","0,1","385.876.000","105.330.800"
"11:06:28.801, 11 giu 2023","12,5","0,0","385.876.000","207.897.064"
"11:06:29.803, 11 giu 2023","12,3","0,0","385.876.000","71.380.584"
"11:06:30.804, 11 giu 2023","12,8","0,0","385.876.000","169.911.552"
"11:06:31.806, 11 giu 2023","12,2","0,0","385.876.000","295.693.400"
"11:06:32.808, 11 giu 2023","14,9","0,1","385.876.000","262.063.664"
"11:06:33.809, 11 giu 2023","13,2","0,0","385.876.000","240.917.600"
"11:06:35.323, 11 giu 2023","12,8","0,1","385.876.000","192.343.688"
"11:06:35.916, 11 giu 2023","13,7","0,0","385.876.000","209.144.464"
"11:06:36.917, 11 giu 2023","13,0","0,1","385.876.000","179.863.632"
"11:06:37.923, 11 giu 2023","12,6","0,0","385.876.000","148.504.640"
"11:06:38.919, 11 giu 2023","12,0","0,1","385.876.000","101.004.192"
"11:06:39.918, 11 giu 2023","12,6","0,0","385.876.000","239.250.688"
"11:06:41.031, 11 giu 2023","12,0","0,0","385.876.000","189.327.296"
"11:06:42.066, 11 giu 2023","13,6","0,1","385.876.000","128.113.152"
"11:06:43.092, 11 giu 2023","13,7","0,0","385.876.000","291.547.776"
"11:06:44.127, 11 giu 2023","13,5","0,0","385.876.000","245.553.664"
"11:06:45.144, 11 giu 2023","12,2","0,0","385.876.000","185.160.704"
"11:06:45.917, 11 giu 2023","12,7","0,0","385.876.000","267.601.368"
"11:06:46.913, 11 giu 2023","13,0","0,0","385.876.000","240.961.576"
"11:06:47.926, 11 giu 2023","12,4","0,0","385.876.000","180.198.104"
"11:06:48.917, 11 giu 2023","12,1","0,0","385.876.000","292.087.712"
"11:06:49.917, 11 giu 2023","13,6","0,0","385.876.000","206.223.656"
"11:06:50.916, 11 giu 2023","14,7","0,0","385.876.000","122.338.296"
"11:06:51.921, 11 giu 2023","12,2","0,0","385.876.000","275.380.544"
"11:06:52.917, 11 giu 2023","13,5","0,0","385.876.000","243.085.160"
"11:06:53.916, 11 giu 2023","13,8","0,0","385.876.000","226.475.120"
"11:06:54.918, 11 giu 2023","13,8","0,1","385.876.000","135.490.880"
"11:06:55.918, 11 giu 2023","14,4","0,0","385.876.000","270.023.936"
"11:06:57.008, 11 giu 2023","13,8","0,1","385.876.000","215.558.272"
"11:06:58.045, 11 giu 2023","13,1","0,1","385.876.000","141.929.664"
"11:06:59.163, 11 giu 2023","12,9","0,1","385.876.000","110.689.152"
"11:07:00.178, 11 giu 2023","12,4","0,0","385.876.000","255.165.552"
"11:07:01.123, 11 giu 2023","12,2","0,1","385.876.000","150.534.656"
"11:07:02.156, 11 giu 2023","12,8","0,1","385.876.000","76.762.336"
"11:07:03.224, 11 giu 2023","12,4","0,0","385.876.000","257.234.224"
"11:07:03.924, 11 giu 2023","16,7","0,1","385.876.000","282.710.896"
"11:07:04.924, 11 giu 2023","13,0","0,1","385.876.000","239.456.832"
"11:07:06.330, 11 giu 2023","12,3","0,0","385.876.000","147.362.400"
"11:07:06.930, 11 giu 2023","11,6","0,0","385.876.000","155.760.128"
"11:07:07.922, 11 giu 2023","13,4","0,0","385.876.000","300.871.168"
"11:07:08.926, 11 giu 2023","12,4","0,0","385.876.000","243.404.648"
"11:07:09.975, 11 giu 2023","12,0","0,0","385.876.000","182.646.304"
"11:07:11.083, 11 giu 2023","12,4","0,0","385.876.000","167.211.200"
"11:07:11.931, 11 giu 2023","12,4","0,0","385.876.000","280.260.512"
"11:07:12.939, 11 giu 2023","12,6","0,0","385.876.000","239.608.480"
"11:07:13.934, 11 giu 2023","12,8","0,0","385.876.000","214.703.048"
"11:07:14.955, 11 giu 2023","13,9","0,0","385.876.000","189.633.536"
"11:07:15.967, 11 giu 2023","12,2","0,0","385.876.000","130.123.456"
"11:07:16.925, 11 giu 2023","12,6","0,0","385.876.000","119.637.680"
"11:07:17.936, 11 giu 2023","12,4","0,0","385.876.000","264.486.304"
"11:07:18.931, 11 giu 2023","14,9","0,0","385.876.000","186.816.768"
"11:07:19.964, 11 giu 2023","12,4","0,0","385.876.000","153.589.136"
"11:07:21.311, 11 giu 2023","12,1","0,0","385.876.000","264.884.704"
"11:07:22.354, 11 giu 2023","12,6","0,0","385.876.000","188.018.792"
"11:07:22.944, 11 giu 2023","12,9","0,0","385.876.000","175.410.000"
"11:07:23.977, 11 giu 2023","12,6","0,0","385.876.000","123.018.560"
"11:07:24.940, 11 giu 2023","12,7","0,0","385.876.000","232.483.392"
"11:07:25.942, 11 giu 2023","14,1","0,1","385.876.000","154.930.176"
"11:07:27.081, 11 giu 2023","14,4","0,0","385.876.000","141.795.728"
"11:07:28.096, 11 giu 2023","12,5","0,0","385.876.000","275.754.416"
"11:07:28.980, 11 giu 2023","13,3","0,1","385.876.000","130.937.656"
"11:07:30.136, 11 giu 2023","12,5","0,0","385.876.000","84.755.160"
"11:07:30.932, 11 giu 2023","11,8","0,0","385.876.000","177.765.936"
"11:07:31.943, 11 giu 2023","13,2","0,0","385.876.000","156.887.872"
"11:07:32.935, 11 giu 2023","12,0","0,0","385.876.000","127.625.184"
"11:07:34.237, 11 giu 2023","12,8","0,0","385.876.000","184.521.856"
"11:07:34.940, 11 giu 2023","11,7","0,0","385.876.000","119.653.056"
"11:07:35.940, 11 giu 2023","12,8","0,0","385.876.000","232.977.520"
"11:07:36.936, 11 giu 2023","12,0","0,0","385.876.000","132.187.768"
"11:07:38.353, 11 giu 2023","12,5","0,0","385.876.000","188.729.360"
"11:07:39.377, 11 giu 2023","12,6","0,0","385.876.000","107.017.984"
"11:07:39.976, 11 giu 2023","11,6","0,0","385.876.000","281.081.600"
"11:07:40.942, 11 giu 2023","12,7","0,0","385.876.000","162.833.048"
"11:07:41.946, 11 giu 2023","12,2","0,0","385.876.000","140.335.376"
"11:07:43.082, 11 giu 2023","13,2","0,0","385.876.000","182.339.904"
"11:07:44.011, 11 giu 2023","12,0","0,0","385.876.000","132.109.048"
"11:07:45.174, 11 giu 2023","14,4","0,0","385.876.000","180.443.008"
"11:07:45.940, 11 giu 2023","12,5","0,0","385.876.000","270.362.464"
"11:07:46.939, 11 giu 2023","12,3","0,0","385.876.000","237.244.880"
"11:07:47.940, 11 giu 2023","13,0","0,0","385.876.000","166.306.608"
"11:07:48.949, 11 giu 2023","13,5","0,0","385.876.000","89.086.832"
"11:07:50.289, 11 giu 2023","12,5","0,0","385.876.000","91.700.256"
"11:07:51.287, 11 giu 2023","13,0","0,0","385.876.000","219.740.912"
"11:07:51.947, 11 giu 2023","11,7","0,0","385.876.000","230.230.432"
"11:07:52.949, 11 giu 2023","13,0","0,0","385.876.000","148.333.824"
"11:07:54.008, 11 giu 2023","13,5","0,0","385.876.000","95.834.080"
"11:07:55.051, 11 giu 2023","12,8","0,0","385.876.000","252.122.224"
"11:07:55.956, 11 giu 2023","12,6","0,0","385.876.000","94.167.168"
"11:07:56.964, 11 giu 2023","12,2","0,0","385.876.000","228.730.848"
"11:07:57.965, 11 giu 2023","12,4","0,1","385.876.000","121.934.384"
"11:07:58.947, 11 giu 2023","13,3","0,0","385.876.000","249.750.640"
"11:07:59.962, 11 giu 2023","12,4","0,1","385.876.000","163.758.848"
"11:08:00.955, 11 giu 2023","14,3","0,0","385.876.000","85.964.416"
"11:08:01.966, 11 giu 2023","12,2","0,0","385.876.000","165.936.576"
"11:08:03.241, 11 giu 2023","13,7","0,0","385.876.000","130.202.368"
"11:08:03.952, 11 giu 2023","12,5","0,0","385.876.000","136.566.848"
"11:08:04.960, 11 giu 2023","13,0","0,0","385.876.000","109.792.192"
"11:08:05.959, 11 giu 2023","12,2","0,0","385.876.000","79.468.768"
"11:08:06.957, 11 giu 2023","13,1","0,0","385.876.000","205.968.528"
"11:08:07.957, 11 giu 2023","12,3","0,0","385.876.000","129.059.456"
"11:08:08.958, 11 giu 2023","12,4","0,0","385.876.000","303.191.968"
"11:08:09.958, 11 giu 2023","12,2","0,0","385.876.000","225.726.368"
"11:08:10.958, 11 giu 2023","12,3","0,1","385.876.000","121.310.072"
"11:08:11.964, 11 giu 2023","13,0","0,0","385.876.000","251.257.664"
"11:08:12.956, 11 giu 2023","12,3","0,1","385.876.000","152.590.968"
"11:08:13.961, 11 giu 2023","12,3","0,0","385.876.000","297.190.496"
"11:08:14.957, 11 giu 2023","15,2","0,1","385.876.000","213.302.720"
"11:08:15.989, 11 giu 2023","14,2","0,0","385.876.000","137.901.824"
"11:08:16.998, 11 giu 2023","12,4","0,0","385.876.000","284.495.800"
"11:08:18.110, 11 giu 2023","13,5","0,0","385.876.000","287.693.984"
"11:08:18.957, 11 giu 2023","12,2","0,0","385.876.000","186.106.048"
"11:08:19.973, 11 giu 2023","13,8","0,0","385.876.000","157.184.744"
"11:08:20.962, 11 giu 2023","13,8","0,0","385.876.000","87.318.048"
"11:08:21.964, 11 giu 2023","13,1","0,0","385.876.000","286.684.736"
"11:08:22.958, 11 giu 2023","12,4","0,0","385.876.000","272.124.992"
"11:08:24.239, 11 giu 2023","12,5","0,0","385.876.000","154.653.376"
"11:08:24.960, 11 giu 2023","11,7","0,0","385.876.000","240.863.840"
"11:08:25.971, 11 giu 2023","14,3","0,0","385.876.000","224.884.016"
"11:08:26.965, 11 giu 2023","12,7","0,0","385.876.000","207.402.336"
"11:08:27.974, 11 giu 2023","12,4","0,0","385.876.000","180.257.840"
"11:08:28.969, 11 giu 2023","14,5","0,0","385.876.000","146.844.272"
"11:08:29.967, 11 giu 2023","12,2","0,0","385.876.000","115.404.872"
"11:08:30.976, 11 giu 2023","12,4","0,0","385.876.000","293.654.272"
"11:08:32.083, 11 giu 2023","12,7","0,0","385.876.000","283.869.936"
"11:08:33.041, 11 giu 2023","12,4","0,1","385.876.000","242.140.056"
"11:08:33.973, 11 giu 2023","12,2","0,1","385.876.000","179.324.120"
"11:08:34.975, 11 giu 2023","13,5","0,0","385.876.000","143.771.312"
"11:08:35.976, 11 giu 2023","13,0","0,1","385.876.000","101.576.008"
"11:08:36.977, 11 giu 2023","12,2","0,0","385.876.000","282.011.488"
"11:08:37.978, 11 giu 2023","12,5","0,0","385.876.000","244.343.296"
"11:08:38.979, 11 giu 2023","12,2","0,0","385.876.000","229.551.576"
"11:08:39.980, 11 giu 2023","13,0","0,0","385.876.000","169.078.984"
"11:08:40.982, 11 giu 2023","12,2","0,0","385.876.000","125.059.512"
"11:08:42.392, 11 giu 2023","13,5","0,0","385.876.000","241.811.952"
"11:08:42.986, 11 giu 2023","17,1","0,0","385.876.000","252.658.944"
"11:08:43.988, 11 giu 2023","14,4","0,1","385.876.000","227.328.576"
"11:08:44.989, 11 giu 2023","12,2","0,1","385.876.000","198.017.280"
"11:08:46.008, 11 giu 2023","12,2","0,1","385.876.000","170.608.936"
"11:08:47.086, 11 giu 2023","13,7","0,0","385.876.000","143.680.000"
"11:08:48.117, 11 giu 2023","14,5","0,0","385.876.000","114.049.312"
"11:08:49.138, 11 giu 2023","12,4","0,0","385.876.000","266.692.392"
"11:08:49.993, 11 giu 2023","12,0","0,0","385.876.000","150.733.872"
"11:08:50.994, 11 giu 2023","13,1","0,0","385.876.000","281.542.688"
"11:08:51.995, 11 giu 2023","12,2","0,0","385.876.000","198.151.872"
"11:08:53.258, 11 giu 2023","12,7","0,0","385.876.000","212.531.216"
"11:08:53.997, 11 giu 2023","12,2","0,0","385.876.000","276.731.368"
"11:08:55.368, 11 giu 2023","14,1","0,0","385.876.000","95.479.296"
"11:08:56.000, 11 giu 2023","13,4","0,0","385.876.000","98.403.584"
"11:08:57.001, 11 giu 2023","12,4","0,0","385.876.000","185.807.888"
"11:08:58.029, 11 giu 2023","12,0","0,0","385.876.000","294.980.944"
"11:08:59.004, 11 giu 2023","12,8","0,0","385.876.000","170.191.680"
"11:09:00.006, 11 giu 2023","11,9","0,0","385.876.000","94.787.008"
"11:09:01.008, 11 giu 2023","12,8","0,0","385.876.000","235.391.416"
"11:09:02.009, 11 giu 2023","12,3","0,0","385.876.000","142.997.448"
"11:09:03.127, 11 giu 2023","12,2","0,0","385.876.000","107.306.152"
"11:09:04.011, 11 giu 2023","12,2","0,0","385.876.000","213.308.208"
"11:09:05.013, 11 giu 2023","13,0","0,0","385.876.000","139.791.808"
"11:09:06.015, 11 giu 2023","12,4","0,1","385.876.000","87.544.368"
"11:09:07.275, 11 giu 2023","13,3","0,0","385.876.000","142.892.904"
"11:09:08.017, 11 giu 2023","15,0","0,0","385.876.000","233.118.576"
"11:09:09.018, 11 giu 2023","13,9","0,1","385.876.000","186.880.752"
"11:09:10.019, 11 giu 2023","12,6","0,1","385.876.000","143.095.520"
"11:09:11.021, 11 giu 2023","12,4","0,0","385.876.000","272.633.664"
"11:09:12.039, 11 giu 2023","13,1","0,0","385.876.000","157.108.480"
"11:09:13.024, 11 giu 2023","12,8","0,0","385.876.000","258.182.464"
"11:09:14.025, 11 giu 2023","12,2","0,0","385.876.000","167.503.520"
"11:09:15.061, 11 giu 2023","12,6","0,0","385.876.000","121.305.120"
"11:09:16.028, 11 giu 2023","12,6","0,0","385.876.000","272.146.112"
"11:09:17.030, 11 giu 2023","12,5","0,0","385.876.000","196.735.472"
"11:09:18.032, 11 giu 2023","12,3","0,0","385.876.000","151.438.336"
"11:09:19.033, 11 giu 2023","12,8","0,0","385.876.000","304.471.728"
"11:09:20.035, 11 giu 2023","12,2","0,0","385.876.000","244.563.168"
"11:09:21.299, 11 giu 2023","13,0","0,0","385.876.000","242.110.384"
"11:09:22.039, 11 giu 2023","11,9","0,0","385.876.000","277.746.608"
"11:09:23.040, 11 giu 2023","13,6","0,0","385.876.000","188.733.512"
"11:09:24.041, 11 giu 2023","12,3","0,0","385.876.000","117.506.936"
"11:09:25.043, 11 giu 2023","12,5","0,0","385.876.000","283.034.680"
"11:09:26.044, 11 giu 2023","12,5","0,0","385.876.000","155.417.360"
"11:09:27.045, 11 giu 2023","13,5","0,0","385.876.000","259.555.328"
"11:09:28.046, 11 giu 2023","12,6","0,0","385.876.000","194.885.080"
"11:09:29.161, 11 giu 2023","12,2","0,0","385.876.000","141.948.160"
"11:09:30.096, 11 giu 2023","13,3","0,0","385.876.000","263.730.560"
"11:09:31.050, 11 giu 2023","12,3","0,0","385.876.000","162.979.656"
"11:09:32.051, 11 giu 2023","13,9","0,0","385.876.000","86.384.336"
"11:09:33.052, 11 giu 2023","13,4","0,0","385.876.000","279.518.704"
"11:09:34.053, 11 giu 2023","13,6","0,0","385.876.000","259.100.128"
"11:09:35.054, 11 giu 2023","14,3","0,0","385.876.000","168.512.640"
"11:09:36.055, 11 giu 2023","13,5","0,0","385.876.000","290.677.696"
"11:09:37.056, 11 giu 2023","12,2","0,0","385.876.000","194.644.304"
"11:09:38.057, 11 giu 2023","12,8","0,1","385.876.000","112.680.736"
"11:09:39.058, 11 giu 2023","11,9","0,0","385.876.000","263.671.648"
"11:09:40.059, 11 giu 2023","12,5","0,1","385.876.000","188.380.064"
"11:09:41.060, 11 giu 2023","13,1","0,0","385.876.000","138.053.456"
"11:09:42.061, 11 giu 2023","12,2","0,0","385.876.000","303.662.008"
"11:09:43.062, 11 giu 2023","12,7","0,0","385.876.000","232.580.352"
"11:09:44.063, 11 giu 2023","12,2","0,0","385.876.000","185.837.728"
"11:09:45.065, 11 giu 2023","13,8","0,0","385.876.000","128.223.336"
"11:09:46.185, 11 giu 2023","12,8","0,0","385.876.000","122.732.736"
"11:09:47.204, 11 giu 2023","12,6","0,0","385.876.000","233.726.920"
"11:09:48.310, 11 giu 2023","11,9","0,0","385.876.000","208.084.672"
"11:09:49.337, 11 giu 2023","13,9","0,0","385.876.000","164.127.056"
"11:09:50.070, 11 giu 2023","15,2","0,1","385.876.000","212.186.880"
"11:09:51.071, 11 giu 2023","13,6","0,1","385.876.000","160.318.576"
"11:09:52.072, 11 giu 2023","14,2","0,0","385.876.000","91.927.184"
"11:09:53.073, 11 giu 2023","12,9","0,0","385.876.000","264.005.520"
"11:09:54.074, 11 giu 2023","14,1","0,0","385.876.000","214.842.848"
"11:09:55.075, 11 giu 2023","12,4","0,0","385.876.000","150.370.688"
"11:09:56.076, 11 giu 2023","13,7","0,0","385.876.000","243.521.472"
"11:09:57.077, 11 giu 2023","15,9","0,1","385.876.000","155.744.192"
"11:09:58.087, 11 giu 2023","12,6","0,0","385.876.000","302.380.432"
"11:09:59.204, 11 giu 2023","12,4","0,0","385.876.000","275.610.528"
"11:10:00.081, 11 giu 2023","12,3","0,0","385.876.000","197.542.240"
"11:10:01.082, 11 giu 2023","12,3","0,0","385.876.000","157.557.552"
"11:10:02.084, 11 giu 2023","13,1","0,0","385.876.000","93.031.752"
"11:10:03.085, 11 giu 2023","12,2","0,0","385.876.000","239.886.736"
"11:10:04.087, 11 giu 2023","12,4","0,0","385.876.000","148.645.312"
"11:10:05.088, 11 giu 2023","12,2","0,0","385.876.000","88.961.400"
"11:10:06.299, 11 giu 2023","12,5","0,0","385.876.000","127.546.672"
"11:10:07.379, 11 giu 2023","13,6","0,0","385.876.000","125.445.024"
"11:10:08.408, 11 giu 2023","13,3","0,0","385.876.000","290.042.648"
"11:10:09.422, 11 giu 2023","12,4","0,0","385.876.000","250.516.072"
"11:10:10.442, 11 giu 2023","14,9","0,0","385.876.000","136.164.448"
"11:10:11.094, 11 giu 2023","14,3","0,0","385.876.000","146.840.032"
"11:10:12.095, 11 giu 2023","12,8","0,0","385.876.000","268.449.600"
"11:10:13.096, 11 giu 2023","12,6","0,0","385.876.000","212.672.880"
"11:10:14.154, 11 giu 2023","12,8","0,0","385.876.000","162.193.424"
"11:10:15.098, 11 giu 2023","12,8","0,1","385.876.000","132.169.176"
"11:10:16.099, 11 giu 2023","12,8","0,0","385.876.000","208.324.016"
"11:10:17.101, 11 giu 2023","13,2","0,0","385.876.000","181.465.088"
"11:10:18.102, 11 giu 2023","12,2","0,0","385.876.000","304.379.168"
"11:10:19.103, 11 giu 2023","12,1","0,0","385.876.000","197.305.864"
"11:10:20.104, 11 giu 2023","12,2","0,0","385.876.000","298.677.832"
"11:10:21.299, 11 giu 2023","13,0","0,0","385.876.000","237.884.304"
"11:10:22.329, 11 giu 2023","12,4","0,0","385.876.000","108.662.912"
"11:10:23.375, 11 giu 2023","12,6","0,0","385.876.000","230.257.536"
"11:10:24.111, 11 giu 2023","13,9","0,0","385.876.000","242.612.064"
"11:10:25.463, 11 giu 2023","13,4","0,0","385.876.000","95.316.208"
"11:10:26.113, 11 giu 2023","15,0","0,0","385.876.000","147.770.368"
"11:10:27.115, 11 giu 2023","13,4","0,1","385.876.000","122.645.952"
"11:10:28.116, 11 giu 2023","12,4","0,0","385.876.000","80.827.192"
"11:10:29.117, 11 giu 2023","13,1","0,0","385.876.000","271.510.856"
"11:10:30.118, 11 giu 2023","12,6","0,1","385.876.000","233.923.072"
"11:10:31.119, 11 giu 2023","13,5","0,0","385.876.000","183.912.544"
"11:10:32.121, 11 giu 2023","13,6","0,0","385.876.000","129.397.632"
"11:10:33.131, 11 giu 2023","12,2","0,0","385.876.000","268.817.104"
"11:10:34.148, 11 giu 2023","12,6","0,0","385.876.000","240.438.928"
"11:10:35.271, 11 giu 2023","14,2","0,0","385.876.000","215.351.056"
"11:10:36.125, 11 giu 2023","11,8","0,0","385.876.000","273.512.992"
"11:10:37.127, 11 giu 2023","13,0","0,0","385.876.000","241.207.552"
"11:10:38.129, 11 giu 2023","14,5","0,0","385.876.000","203.537.632"
"11:10:39.130, 11 giu 2023","12,0","0,0","385.876.000","168.563.328"
"11:10:40.131, 11 giu 2023","13,0","0,0","385.876.000","121.966.384"
"11:10:41.133, 11 giu 2023","12,3","0,0","385.876.000","232.518.656"
"11:10:42.134, 11 giu 2023","12,2","0,0","385.876.000","176.540.416"
"11:10:43.135, 11 giu 2023","13,0","0,0","385.876.000","146.130.248"
"11:10:44.528, 11 giu 2023","13,3","0,0","385.876.000","248.971.952"
"11:10:45.138, 11 giu 2023","12,2","0,0","385.876.000","246.110.720"
"11:10:46.147, 11 giu 2023","12,6","0,0","385.876.000","185.555.760"
"11:10:47.141, 11 giu 2023","12,8","0,0","385.876.000","116.323.960"
"11:10:48.142, 11 giu 2023","14,1","0,0","385.876.000","275.420.496"
"11:10:49.143, 11 giu 2023","12,4","0,0","385.876.000","169.127.504"
"11:10:50.144, 11 giu 2023","13,7","0,0","385.876.000","113.074.256"
"11:10:51.146, 11 giu 2023","13,8","0,0","385.876.000","80.510.064"
"11:10:52.148, 11 giu 2023","13,6","0,0","385.876.000","242.504.400"
"11:10:53.149, 11 giu 2023","12,2","0,0","385.876.000","180.645.504"
"11:10:54.151, 11 giu 2023","13,2","0,0","385.876.000","303.033.744"
"11:10:55.472, 11 giu 2023","12,6","0,0","385.876.000","80.676.384"
"11:10:56.153, 11 giu 2023","12,2","0,0","385.876.000","107.440.640"
"11:10:57.154, 11 giu 2023","13,0","0,0","385.876.000","292.952.208"
"11:10:58.156, 11 giu 2023","13,5","0,0","385.876.000","255.273.824"
"11:10:59.164, 11 giu 2023","12,6","0,0","385.876.000","181.718.624"
"11:11:00.157, 11 giu 2023","14,2","0,0","385.876.000","148.185.288"
"11:11:01.158, 11 giu 2023","12,6","0,0","385.876.000","123.143.896"
"11:11:02.160, 11 giu 2023","12,4","0,0","385.876.000","91.756.992"
"11:11:03.161, 11 giu 2023","12,2","0,0","385.876.000","255.286.816"
"11:11:04.162, 11 giu 2023","13,4","0,0","385.876.000","210.048.352"
"11:11:05.163, 11 giu 2023","13,0","0,0","385.876.000","170.337.248"
"11:11:06.164, 11 giu 2023","14,9","0,0","385.876.000","128.424.592"
"11:11:07.444, 11 giu 2023","12,7","0,0","385.876.000","193.665.120"
"11:11:08.169, 11 giu 2023","11,7","0,0","385.876.000","244.152.720"
"11:11:09.171, 11 giu 2023","13,2","0,0","385.876.000","166.395.176"
"11:11:10.464, 11 giu 2023","12,0","0,0","385.876.000","91.975.584"
"11:11:11.175, 11 giu 2023","13,0","0,0","385.876.000","127.619.256"
"11:11:12.175, 11 giu 2023","12,4","0,0","385.876.000","274.385.760"
"11:11:13.176, 11 giu 2023","13,0","0,0","385.876.000","204.613.896"
"11:11:14.177, 11 giu 2023","12,2","0,0","385.876.000","157.932.512"
